94,79,82,36,1207|147,1228|127
95,82,83,20,1228|127,1229|76
96,83,266,82,1229|76,1229|19
97,266,267,76,1229|19,1265|19
98,267,84,39,1265|19,1263|76
99,84,85,39,1263|76,1286|122
100,85,86,50,1286|122,1310|160
101,86,87,89,1310|160,1335|126
102,87,88,39,1335|126,1345|76
103,88,89,67,1345|76,1346|17
104,89,91,75,1346|17,1382|17
105,91,90,3,1382|17,1380|73
106,90,92,4,1380|73,1409|130
107,92,93,68,1409|130,1432|155
108,93,94,70,1432|155,1456|125
109,94,95,6,1456|125,1457|74
110,95,268,80,1457|74,1463|12
111,268,269,77,1463|12,1499|12
112,269,100,62,1499|12,1497|74
113,100,96,61,1497|74,1520|120
114,96,97,31,1520|120,1562|148
115,97,98,80,1562|148,1569|124
116,98,101,72,1569|124,1579|74
117,101,114,41,1579|74,1580|15
118,114,115,72,1580|15,1616|15
119,115,102,8,1616|15,1614|71
120,102,99,54,1614|71,1643|128
121,99,103,71,1643|128,1678|161
122,103,104,75,1678|161,1690|123
123,104,105,23,1690|123,1691|72
124,105,270,2,1691|72,1688|7
125,270,271,61,1688|7,1724|7
126,271,106,43,1724|7,1725|72
127,106,107,8,1725|72,1748|118
128,107,108,28,1748|118,1771|147
129,108,109,81,1771|147,1797|122
130,109,110,96,1797|122,1807|72
131,110,118,74,1807|72,1808|13
132,118,119,91,1808|13,1844|13
133,119,111,16,1844|13,1842|69
134,111,112,49,1842|69,1871|126
135,112,113,63,1871|126,1897|155
136,113,116,64,1897|155,1918|121
137,116,117,37,1918|121,1919|70
138,117,272,96,1919|70,1920|16
139,272,273,59,1920|16,1956|16
140,273,120,90,1956|16,1954|70
141,120,121,20,1954|70,1977|116
142,121,122,49,1977|116,2001|144
143,122,123,30,2001|144,2026|120
144,123,124,80,2026|120,2036|70
145,124,125,1,2036|70,2037|11
146,125,129,36,2037|11,2073|11
147,129,126,84,2073|11,2071|67
148,126,127,43,2071|67,2100|124
149,127,128,86,2100|124,2126|149
150,128,130,90,2126|149,2147|119
151,130,131,43,2147|119,2148|68
152,131,274,28,2148|68,2146|8
153,274,275,52,2146|8,2182|8
154,275,132,50,2182|8,2182|68
155,132,133,56,2182|68,2205|114
156,133,134,60,2205|114,2213|163
157,134,135,50,2213|163,2254|118
158,135,136,50,2254|118,2264|68
159,136,137,1,2264|68,2265|9
160,137,139,41,2265|9,2301|9
161,139,138,4,2301|9,2299|65
162,138,140,72,2299|65,2328|122
163,140,141,51,2328|122,2363|156
164,141,142,74,2363|156,2375|117
165,142,143,44,2375|117,2376|66
166,143,277,44,2376|66,2379|8
167,277,276,88,2379|8,2415|8
168,276,147,41,2415|8,2416|70
169,147,144,1,2416|70,2439|116
170,144,145,74,2439|116,2461|148
171,145,146,80,2461|148,2488|120
172,146,148,88,2488|120,2498|70
173,148,150,52,2498|70,2499|10
174,150,151,81,2499|10,2535|10
175,151,149,95,2535|10,2533|67
176,149,152,83,2533|67,2562|124
177,152,153,34,2562|124,2593|147
178,153,154,99,2593|147,2609|119
179,154,155,91,2609|119,2610|68
180,155,279,62,2610|68,2615|5
181,279,278,10,2615|5,2651|5
182,278,157,77,2651|5,2644|68
183,157,156,1,2644|68,2667|114
184,156,158,15,2667|114,2731|159
185,158,159,84,2731|159,2716|118
186,159,160,66,2716|118,2726|68
187,160,162,51,2726|68,2727|8
188,162,163,13,2727|8,2763|8
189,163,161,1,2763|8,2761|65
190,161,164,63,2761|65,2790|122
191,164,165,80,2790|122,2806|156
192,165,166,78,2806|156,2837|117
193,166,167,13,2837|117,2838|66
194,167,281,86,2838|66,2834|6
195,281,280,33,2834|6,2870|6
196,280,168,11,2870|6,2873|66
197,168,169,89,2873|66,2896|112
198,169,170,21,2896|112,2961|165
199,170,171,50,2961|165,2945|116
200,171,172,43,2945|116,2955|66
201,172,173,66,2955|66,2956|6
202,173,175,57,2956|6,2992|6
203,175,174,63,2992|6,2990|63
204,174,176,37,2990|63,3019|120
205,176,177,88,3019|120,3037|164
206,177,178,31,3037|164,3066|115
207,178,179,95,3066|115,3067|64
208,179,283,90,3067|64,3068|-1
209,283,282,29,3068|-1,3104|-1
210,282,180,59,3104|-1,3101|64
211,180,181,3,3101|64,3124|110
212,181,182,70,3124|110,3157|161
213,182,183,52,3157|161,3173|114
214,183,184,75,3173|114,3183|64
215,184,185,24,3183|64,3184|4
216,185,187,42,3184|4,3220|4
217,187,186,12,3220|4,3218|61
218,186,188,21,3218|61,3247|118
219,188,189,38,3247|118,3300|170
220,189,190,85,3300|170,3294|113
221,190,191,24,3294|113,3295|62
222,191,285,30,3295|62,3290|3
223,285,284,5,3290|3,3326|3
224,284,196,2,3326|3,3328|59
225,196,192,43,3328|59,3351|105
226,192,193,42,3351|105,3378|153
227,193,194,49,3378|153,3400|109
228,194,197,75,3400|109,3410|59
229,197,205,66,3410|59,3412|1
230,205,206,62,3412|1,3448|1
231,206,198,84,3448|1,3445|56
232,198,195,17,3445|56,3474|113
233,195,199,15,3474|113,3509|148
234,199,200,32,3509|148,3521|108
235,200,201,3,3521|108,3522|57
236,201,287,1,3522|57,3523|-1
237,287,286,1,3523|-1,3559|-1
238,286,202,1,3559|-1,3556|57
239,202,203,95,3556|57,3579|103
240,203,204,84,3579|103,3608|163
241,204,207,69,3608|163,3628|107
242,560,564,2,-618|-6,-530|-80
243,564,251,99,-530|-80,-433|-92
244,251,240,68,-433|-92,-338|-84
245,240,243,99,-338|-84,-325|-132
246,243,244,98,-325|-132,-305|-160
247,244,245,5,-305|-160,-274|-132
248,245,241,5,-274|-132,-262|-83
250,242,248,7,-214|-85,-201|-134
251,248,249,55,-201|-134,-184|-149
252,249,250,14,-184|-149,-166|-135
253,250,247,39,-166|-135,-145|-85
255,295,300,5,-105|-87,-92|-135
256,300,297,42,-92|-135,-63|-158
257,297,301,96,-63|-158,-40|-135
258,301,296,14,-40|-135,-29|-86
260,299,303,32,12|-87,31|-137
261,303,304,31,31|-137,51|-151
262,304,305,38,51|-151,66|-138
263,305,306,2,66|-138,87|-89
265,311,319,78,128|-92,141|-139
266,319,316,22,141|-139,164|-152
267,316,320,88,164|-152,193|-139
268,320,309,41,193|-139,204|-90
270,312,321,95,246|-91,265|-141
271,321,322,55,265|-141,284|-157
272,322,323,10,284|-157,300|-142
273,323,313,30,300|-142,321|-93
275,318,324,84,362|-95,374|-142
276,324,325,89,374|-142,397|-156
277,325,326,97,397|-156,426|-142
278,326,327,23,426|-142,437|-93
280,329,331,58,479|-95,498|-144
281,331,332,90,498|-144,518|-162
282,332,333,6,518|-162,533|-145
283,333,334,56,533|-145,554|-96
285,338,346,20,593|-97,606|-145
286,346,347,93,606|-145,626|-177
287,347,348,1,626|-177,657|-145
288,348,339,48,657|-145,669|-96
289,339,337,27,669|-96,671|-48
290,337,341,4,671|-48,707|-48
291,341,340,91,707|-48,710|-97
292,340,349,16,710|-97,730|-147
293,349,350,64,730|-147,752|-171
294,350,351,22,752|-171,765|-148
295,351,342,79,765|-148,786|-98
296,342,343,72,786|-98,786|-54
297,343,344,3,786|-54,827|-55
298,344,345,73,827|-55,826|-100
299,345,355,87,826|-100,839|-148
300,355,353,84,839|-148,865|-167
301,353,356,26,865|-167,891|-148
302,356,352,78,891|-148,902|-99
303,352,354,53,902|-99,904|-51
304,354,358,66,904|-51,940|-51
305,358,357,30,940|-51,944|-100
306,357,359,89,944|-100,963|-150
307,359,360,11,963|-150,981|-176
308,360,361,60,981|-176,998|-151
309,361,362,70,998|-151,1019|-102
310,362,363,96,1019|-102,1019|-58
311,363,364,95,1019|-58,1061|-59
312,364,365,58,1061|-59,1060|-105
313,365,367,9,1060|-105,1073|-152
314,367,366,1,1073|-152,1098|-171
315,366,372,11,1098|-171,1125|-152
316,372,368,42,1125|-152,1136|-103
317,368,369,54,1136|-103,1138|-56
318,369,371,74,1138|-56,1174|-56
319,371,370,89,1174|-56,1178|-104
320,370,373,86,1178|-104,1197|-154
321,373,374,1,1197|-154,1211|-181
322,374,379,2,1211|-181,1232|-155
323,379,375,6,1232|-155,1253|-106
324,375,376,96,1253|-106,1253|-62
325,376,377,49,1253|-62,1294|-62
326,377,378,97,1294|-62,1294|-108
327,378,380,1,1294|-108,1306|-155
328,380,381,1,1306|-155,1331|-189
329,381,382,88,1331|-189,1358|-155
330,382,383,95,1358|-155,1369|-106
331,383,384,38,1369|-106,1372|-59
332,384,386,71,1372|-59,1408|-59
333,386,385,2,1408|-59,1411|-108
334,385,387,5,1411|-108,1430|-157
335,387,388,99,1430|-157,1457|-180
336,388,389,35,1457|-180,1465|-158
337,389,390,45,1465|-158,1486|-109
338,390,391,4,1486|-109,1487|-65
339,391,448,50,1487|-65,1519|-60
340,448,449,31,1519|-60,1519|-106
341,449,454,13,1519|-106,1531|-154
342,454,455,7,1531|-154,1572|-182
343,455,456,20,1572|-182,1583|-154
344,456,450,8,1583|-154,1594|-105
345,450,451,5,1594|-105,1597|-57
346,451,452,35,1597|-57,1633|-57
347,452,453,3,1633|-57,1636|-106
348,453,458,57,1636|-106,1656|-156
349,458,459,39,1656|-156,1673|-183
350,459,460,5,1673|-183,1691|-157
351,460,457,40,1691|-157,1711|-107
352,457,461,61,1711|-107,1712|-63
353,461,462,27,1712|-63,1753|-64
354,462,463,8,1753|-64,1752|-109
355,463,465,9,1752|-109,1765|-157
356,465,464,98,1765|-157,1798|-174
357,464,466,56,1798|-174,1816|-157
358,466,467,75,1816|-157,1828|-108
359,467,468,74,1828|-108,1830|-60
360,468,470,33,1830|-60,1866|-60
361,470,469,73,1866|-60,1869|-109
362,469,471,69,1869|-109,1889|-159
363,471,472,81,1889|-159,1904|-183
364,472,473,34,1904|-183,1924|-160
365,473,474,83,1924|-160,1945|-110
366,474,475,7,1945|-110,1945|-67
367,475,476,28,1945|-67,1990|-67
368,476,479,1,1990|-67,1986|-114
369,481,480,73,1998|-161,2018|-199
370,480,482,47,2018|-199,2050|-161
371,482,477,98,2050|-161,2061|-112
372,479,481,32,1986|-114,1998|-161
373,478,484,7,2064|-65,2100|-65
374,477,478,46,2061|-112,2064|-65
375,484,483,77,2100|-65,2103|-113
376,483,485,83,2103|-113,2123|-163
377,485,486,80,2123|-163,2151|-202
378,486,487,38,2151|-202,2158|-164
379,487,488,87,2158|-164,2179|-115
380,488,489,80,2179|-115,2179|-71
381,489,490,77,2179|-71,2220|-71
382,490,491,79,2220|-71,2219|-117
383,491,492,66,2219|-117,2232|-164
384,492,493,71,2232|-164,2261|-209
385,493,494,56,2261|-209,2284|-164
386,494,495,65,2284|-164,2295|-115
387,495,496,27,2295|-115,2297|-68
388,496,497,37,2297|-68,2333|-68
389,497,498,98,2333|-68,2337|-117
390,498,499,55,2337|-117,2356|-166
391,499,500,7,2356|-166,2371|-202
392,500,501,73,2371|-202,2391|-167
393,501,502,32,2391|-167,2412|-118
394,502,503,39,2412|-118,2412|-74
395,503,392,2,2412|-74,2451|-73
396,392,394,55,2451|-73,2451|-119
397,394,402,87,2451|-119,2463|-167
398,402,403,98,2463|-167,2485|-194
399,403,404,32,2485|-194,2515|-167
400,404,395,57,2515|-167,2526|-118
401,395,393,65,2526|-118,2529|-70
402,393,397,56,2529|-70,2565|-70
403,397,396,55,2565|-70,2568|-119
404,396,405,92,2568|-119,2588|-169
405,405,406,95,2588|-169,2602|-221
406,406,407,49,2602|-221,2623|-170
407,407,398,45,2623|-170,2643|-120
408,398,399,14,2643|-120,2644|-76
409,399,400,34,2644|-76,2685|-77
410,400,401,93,2685|-77,2684|-122
411,401,411,19,2684|-122,2697|-170
412,411,409,1,2697|-170,2732|-210
413,409,412,69,2732|-210,2748|-170
414,412,408,4,2748|-170,2760|-121
415,408,410,18,2760|-121,2762|-73
416,410,414,73,2762|-73,2798|-73
417,414,413,4,2798|-73,2801|-122
418,413,415,5,2801|-122,2821|-172
419,415,416,81,2821|-172,2873|-204
420,416,417,48,2873|-204,2856|-173
421,417,418,2,2856|-173,2877|-123
422,418,419,2,2877|-123,2877|-80
423,419,420,1,2877|-80,2918|-81
424,420,421,1,2918|-81,2918|-127
425,421,423,1,2918|-127,2930|-174
426,423,422,96,2930|-174,2957|-209
427,422,428,14,2957|-209,2982|-174
428,428,424,68,2982|-174,2993|-125
429,424,425,25,2993|-125,2996|-78
430,425,427,27,2996|-78,3032|-78
431,427,426,30,3032|-78,3035|-126
432,426,429,21,3035|-126,3055|-176
433,429,430,31,3055|-176,3089|-223
434,430,435,28,3089|-223,3090|-177
435,435,431,94,3090|-177,3111|-128
436,431,432,1,3111|-128,3111|-84
437,432,433,1,3111|-84,3152|-84
438,433,434,1,3152|-84,3151|-130
439,434,436,1,3151|-130,3164|-177
440,436,437,1,3164|-177,3212|-217
441,437,438,1,3212|-217,3216|-177
442,438,439,1,3216|-177,3227|-128
443,439,440,96,3227|-128,3229|-81
444,440,442,40,3229|-81,3265|-81
445,442,441,71,3265|-81,3269|-130
446,441,443,1,3269|-130,3288|-179
447,443,444,1,3288|-179,3305|-216
448,444,445,1,3305|-216,3323|-180
449,445,446,2,3323|-180,3344|-131
450,446,447,1,3344|-131,3344|-87
451,447,504,1,3344|-87,3381|-86
452,504,505,1,3381|-86,3380|-132
453,505,508,1,3380|-132,3393|-180
454,508,509,1,3393|-180,3416|-219
455,509,510,1,3416|-219,3445|-180
456,510,506,2,3445|-180,3456|-131
457,506,507,23,3456|-131,3458|-83
458,507,512,91,3458|-83,3494|-83
459,512,511,98,3494|-83,3498|-132
460,511,513,2,3498|-132,3517|-182
461,514,515,28,3539|-224,3552|-183
462,513,514,84,3517|-182,3539|-224
463,515,516,1,3552|-183,3573|-133
464,516,517,1,3573|-133,3573|-89
465,517,518,1,3573|-89,3610|-86
466,518,519,4,3610|-86,3609|-132
467,519,522,69,3609|-132,3622|-180
468,522,523,78,3622|-180,3654|-229
469,523,524,38,3654|-229,3674|-180
470,524,520,7,3674|-180,3685|-131
471,520,521,92,3685|-131,3687|-83
472,521,526,42,3687|-83,3723|-83
473,526,525,36,3723|-83,3727|-132
474,525,527,72,3727|-132,3746|-182
475,527,528,12,3746|-182,3774|-250
476,528,529,98,3774|-250,3781|-183
477,529,530,65,3781|-183,3802|-133
478,530,531,82,3802|-133,3802|-89
479,531,532,1,3802|-89,3839|-88
480,532,533,82,3839|-88,3839|-134
481,533,536,14,3839|-134,3851|-182
482,536,537,23,3851|-182,3879|-244
483,537,538,64,3879|-244,3903|-182
484,538,534,15,3903|-182,3914|-133
485,534,535,70,3914|-133,3917|-85
486,535,540,17,3917|-85,3953|-85
487,540,539,1,3953|-85,3956|-134
488,539,541,92,3956|-134,3976|-184
489,541,542,91,3976|-184,3980|-242
490,542,543,57,3980|-242,4011|-185
491,543,544,1,4011|-185,4032|-135
492,544,545,36,4032|-135,4032|-91
493,545,546,90,4032|-91,4071|-86
494,546,547,59,4071|-86,4070|-132
495,547,550,75,4070|-132,4083|-180
496,207,208,43,3628|107,3638|57
497,208,209,35,3638|57,3638|-2
498,209,211,77,3638|-2,3674|-2
499,211,210,38,3674|-2,3673|54
500,210,212,68,3673|54,3702|111
501,212,213,38,3702|111,3717|183
502,213,214,32,3717|183,3749|106
503,214,215,62,3749|106,3750|55
504,289,288,67,3746|-7,3782|-7
505,215,289,22,3750|55,3746|-7
506,288,220,72,3782|-7,3777|52
507,220,216,3,3777|52,3800|98
508,216,217,63,3800|98,3829|152
509,217,218,22,3829|152,3849|102
510,218,221,95,3849|102,3859|52
511,221,229,82,3859|52,3860|-7
512,229,230,31,3860|-7,3896|-7
513,230,222,29,3896|-7,3894|49
514,222,219,64,3894|49,3923|106
515,219,223,97,3923|106,3949|146
516,223,224,1,3949|146,3970|101
517,224,225,18,3970|101,3971|50
518,225,290,47,3971|50,3969|-9
519,290,291,94,3969|-9,4005|-9
520,291,226,97,4005|-9,4005|50
521,226,227,17,4005|50,4028|96
522,227,228,63,4028|96,4061|158
523,228,231,85,4061|158,4077|100
524,231,232,30,4077|100,4087|50
525,232,233,36,4087|50,4088|-9
526,233,235,36,4088|-9,4124|-9
527,235,234,23,4124|-9,4122|47
528,234,236,2,4122|47,4151|104
529,236,237,53,4151|104,4179|149
530,237,238,46,4179|149,4198|99
531,238,239,37,4198|99,4199|48
532,239,246,12,4199|48,4422|-30
533,246,561,10,4422|-30,4560|-36
534,561,562,70,4560|-36,4660|-40
535,550,551,90,4083|-180,4120|-229
536,551,552,76,4120|-229,4134|-180
537,552,548,65,4134|-180,4146|-131
538,548,549,31,4146|-131,4148|-83
539,549,554,1,4148|-83,4184|-83
540,553,555,10,4187|-132,4207|-182
541,555,556,18,4207|-182,4227|-246
542,556,557,83,4227|-246,4242|-183
543,557,558,1,4242|-183,4263|-133
544,558,559,93,4263|-133,4411|-108
545,559,561,9,4411|-108,4560|-36
546,554,553,2,4184|-83,4187|-132
547,565,566,3,-256|-37,-220|-37
548,567,568,40,-143|-31,-107|-31
549,569,570,89,-27|24,9|24
550,571,572,59,90|-31,126|-31
551,573,574,4,211|-49,247|-49
552,575,576,16,324|-43,360|-43
553,577,578,48,439|-50,475|-50
554,579,580,45,552|-44,588|-44
555,581,582,72,-35|-29,18|-32
556,241,565,16,-262|-83,-256|-37
557,566,242,98,-220|-37,-214|-85
558,247,567,39,-145|-85,-143|-31
559,568,295,45,-107|-31,-105|-87
560,296,581,9,-29|-86,-35|-29
561,582,299,96,18|-32,12|-87
562,306,571,72,87|-89,90|-31
563,572,311,12,126|-31,128|-92
564,309,573,13,204|-90,211|-49
565,574,312,49,247|-49,246|-91
566,313,575,91,321|-93,324|-43
567,576,318,48,360|-43,362|-95
568,327,577,34,437|-93,439|-50
569,578,329,42,475|-50,479|-95
570,334,579,99,554|-96,552|-44
571,580,338,57,588|-44,593|-97
572,16,569,74,-30|85,-27|24
573,570,17,41,9|24,4|82
574,585,586,43,-309|388,-237|344
575,586,587,88,-237|344,-164|342
576,587,588,34,-164|342,-120|414
577,588,589,58,-120|414,-132|481
578,589,583,8,-132|481,-209|505
579,583,590,50,-209|505,-290|498
580,590,584,62,-290|498,-327|447
581,584,585,5,-327|447,-309|388
582,585,587,2,-309|388,-164|342
583,587,589,7,-164|342,-132|481
584,589,590,7,-132|481,-290|498
585,590,585,77,-290|498,-309|388
586,586,588,58,-237|344,-120|414
587,588,583,6,-120|414,-209|505
588,583,584,40,-209|505,-327|447
589,584,586,80,-327|447,-237|344
590,586,583,18,-237|344,-209|505
591,587,590,30,-164|342,-290|498
592,590,586,70,-290|498,-237|344
593,586,589,36,-237|344,-132|481
594,589,585,20,-132|481,-309|388
595,585,588,44,-309|388,-120|414
596,588,590,43,-120|414,-290|498
597,590,589,30,-290|498,-132|481
598,589,585,44,-132|481,-309|388
599,585,583,64,-309|388,-209|505
600,583,587,97,-209|505,-164|342
601,563,586,3,-539|58,-237|344
602,592,591,98,79|606,-1|599
603,591,593,43,-1|599,-37|549
604,595,591,50,156|582,-1|599
605,591,595,15,-1|599,156|582
606,591,596,45,-1|599,-19|490
607,598,591,69,124|444,-1|599
608,591,597,6,-1|599,51|445
609,594,591,39,169|515,-1|599
610,592,593,91,79|606,-37|549
611,595,592,25,156|582,79|606
612,594,592,8,169|515,79|606
613,597,592,13,51|445,79|606
614,596,592,74,-19|490,79|606
615,592,598,95,79|606,124|444
616,594,595,36,169|515,156|582
617,593,596,9,-37|549,-19|490
618,598,595,79,124|444,156|582
619,593,597,92,-37|549,51|445
620,597,595,22,51|445,156|582
621,595,596,91,156|582,-19|490
622,595,596,90,156|582,-19|490
623,598,594,75,124|444,169|515
624,597,594,24,51|445,169|515
625,596,594,82,-19|490,169|515
626,596,597,41,-19|490,51|445
627,596,598,86,-19|490,124|444
628,597,598,98,51|445,124|444
629,560,585,1,-618|-6,-309|388
630,293,597,3,-461|68,51|445
631,601,599,28,-97|-389,-174|-365
632,599,600,64,-174|-365,-256|-372
633,600,602,13,-256|-372,-292|-422
634,601,600,34,-97|-389,-256|-372
635,600,601,53,-256|-372,-97|-389
636,600,612,78,-256|-372,-274|-481
637,608,599,9,-85|-456,-174|-365
638,599,602,46,-174|-365,-292|-422
639,613,599,84,-202|-526,-174|-365
640,614,600,43,-130|-527,-256|-372
641,600,613,85,-256|-372,-202|-526
642,608,600,8,-85|-456,-256|-372
643,612,599,84,-274|-481,-174|-365
644,599,614,30,-174|-365,-130|-527
645,608,601,10,-85|-456,-97|-389
646,614,601,78,-130|-527,-97|-389
647,613,601,56,-202|-526,-97|-389
648,601,612,77,-97|-389,-274|-481
649,601,612,94,-97|-389,-274|-481
650,602,612,34,-292|-422,-274|-481
651,602,613,57,-292|-422,-202|-526
652,604,603,9,114|-264,33|-271
653,603,605,53,33|-271,-2|-321
654,611,603,19,191|-287,33|-271
655,603,611,9,33|-271,191|-287
656,603,606,68,33|-271,15|-380
657,609,603,49,159|-426,33|-271
658,603,607,93,33|-271,86|-425
659,610,603,7,204|-355,33|-271
660,604,605,16,114|-264,-2|-321
661,611,604,96,191|-287,114|-264
662,610,604,48,204|-355,114|-264
663,607,604,46,86|-425,114|-264
664,606,604,60,15|-380,114|-264
665,604,609,83,114|-264,159|-426
666,605,606,97,-2|-321,15|-380
667,605,607,22,-2|-321,86|-425
668,607,611,6,86|-425,191|-287
669,611,606,13,191|-287,15|-380
670,611,606,75,191|-287,15|-380
671,607,610,96,86|-425,204|-355
672,606,610,47,15|-380,204|-355
673,606,607,77,15|-380,86|-425
674,606,609,14,15|-380,159|-426
675,607,609,70,86|-425,159|-426
676,614,608,25,-130|-527,-85|-456
677,613,608,81,-202|-526,-85|-456
678,612,608,9,-274|-481,-85|-456
679,610,611,30,204|-355,191|-287
680,609,611,43,159|-426,191|-287
681,609,610,75,159|-426,204|-355
682,612,613,53,-274|-481,-202|-526
683,612,614,75,-274|-481,-130|-527
684,613,614,51,-202|-526,-130|-527
685,597,588,38,51|445,-120|414
686,596,588,75,-19|490,-120|414
687,588,593,63,-120|414,-37|549
688,593,583,28,-37|549,-209|505
689,583,591,33,-209|505,-1|599
690,591,590,40,-1|599,-290|498
691,590,293,15,-290|498,-461|68
692,293,587,87,-461|68,-164|342
693,587,598,94,-164|342,124|444
694,563,565,67,-539|58,-256|-37
695,293,567,20,-461|68,-143|-31
696,564,10,52,-530|-80,-257|27
697,251,254,4,-433|-92,-148|24
698,560,643,91,-618|-6,-523|312
699,563,643,82,-539|58,-523|312
700,560,616,1,-618|-6,-547|-203
701,564,616,1,-530|-80,-547|-203
702,251,616,1,-433|-92,-547|-203
703,643,644,3,-523|312,-518|446
704,644,645,33,-518|446,-373|597
705,645,646,21,-373|597,-158|731
706,646,647,4,-158|731,153|747
707,647,648,56,153|747,390|764
708,648,649,37,390|764,632|747
709,649,650,79,632|747,874|769
710,650,651,58,874|769,1186|731
711,651,652,13,1186|731,1396|769
712,652,653,87,1396|769,1643|747
713,653,654,36,1643|747,1858|758
714,654,655,16,1858|758,2116|758
715,655,656,40,2116|758,2262|747
716,656,657,6,2262|747,2450|742
717,657,658,9,2450|742,2660|753
718,658,659,63,2660|753,2907|731
719,659,660,49,2907|731,3068|721
720,660,661,83,3068|721,3343|688
721,661,662,78,3343|688,3483|667
722,662,663,82,3483|667,3773|634
723,663,664,15,3773|634,3993|543
724,664,665,98,3993|543,4209|457
725,665,666,72,4209|457,4386|344
726,666,667,78,4386|344,4510|253
727,667,246,44,4510|253,4422|-30
728,616,615,1,-547|-203,-555|-260
729,615,617,1,-555|-260,-513|-360
730,617,618,1,-513|-360,-447|-475
731,618,619,1,-447|-475,-370|-522
732,619,620,1,-370|-522,-247|-595
733,620,621,1,-247|-595,-71|-668
734,621,622,2,-71|-668,101|-691
735,622,623,47,101|-691,274|-675
736,623,624,56,274|-675,485|-679
737,624,625,5,485|-679,758|-691
738,625,626,19,758|-691,1081|-710
739,626,627,5,1081|-710,1357|-718
740,627,628,5,1357|-718,1538|-710
741,628,629,5,1538|-710,1703|-706
742,629,630,5,1703|-706,1984|-706
743,630,631,9,1984|-706,2291|-718
744,631,632,38,2291|-718,2560|-714
745,632,633,16,2560|-714,2840|-718
746,633,634,35,2840|-718,3159|-706
747,634,635,20,3159|-706,3439|-675
748,635,636,20,3439|-675,3660|-645
749,636,638,49,3660|-645,3875|-618
750,638,637,50,3875|-618,4123|-655
751,637,639,99,4123|-655,4322|-612
752,639,640,99,4322|-612,4568|-881
753,640,641,99,4568|-881,4794|-1047
755,642,559,23,4789|-660,4411|-108
756,642,561,2,4789|-660,4560|-36
757,667,561,92,4510|253,4560|-36
759,666,203,54,4386|344,3579|103
760,1,643,40,-317|133,-523|312
761,2,644,45,-294|150,-518|446
762,3,645,5,-268|137,-373|597
764,565,10,27,-256|-37,-257|27
